Pump_ID,Gram_Panchayat,Cluster,Pump_Type,Recency_Raw,Tariff_Freq_6M,OM_Reserve_Raw,Energy_Discharge_Ratio_Raw,Daily_Runtime_Hrs,Public_Utility_Priority,CGWB_Aquifer_Drop_m,Ground_Truth_Breakdown
PUMP-JJM-0324,Gram Panchayat #109,Cluster D - Western Arid Zone,Handpump Motor Assist 3HP,63 days,2,16287,162.66 L/kWh,5.6,0,0.64,0
PUMP-JJM-0325,Gram Panchayat #110,Cluster A - North Plains,Handpump Motor Assist 3HP,74 days,3,"₹ 6,268",133.65,3.6,0,0.95,0
PUMP-JJM-0326,Gram Panchayat #111,Cluster B - Southern Hills,Handpump Motor Assist 3HP,12 days,6,"₹ 40,097",80.13,11.7,0,1.99,0
PUMP-JJM-0327,Gram Panchayat #112,Cluster D - Western Arid Zone,Solar Submersible 5HP,29,6,"₹ 30,283",80.55,8.2,1,0.41,0
PUMP-JJM-0328,Gram Panchayat #113,Cluster A - North Plains,Solar Submersible 5HP,46 days,6,"₹ 42,027",162.02 L/kWh,11.7,0,0.66,0
PUMP-JJM-0329,Gram Panchayat #114,Cluster D - Western Arid Zone,Grid Electric 10HP,96 days,5,27318,147.63 L/kWh,4.3,1,0.45,0
PUMP-JJM-0330,Gram Panchayat #115,Cluster B - Southern Hills,Handpump Motor Assist 3HP,119,5,"₹ 44,549",139.94 L/kWh,8.1,1,0.54,0
PUMP-JJM-0331,Gram Panchayat #116,Cluster B - Southern Hills,Solar Submersible 5HP,56 days,6,"₹ 38,846",68.53 L/kWh,11.3,0,0.78,0
PUMP-JJM-0332,Gram Panchayat #117,Cluster C - Eastern Delta,Handpump Motor Assist 3HP,65 days,3,"₹ 27,937",114.46 L/kWh,11.8,1,1.29,0
PUMP-JJM-0333,Gram Panchayat #118,Cluster C - Eastern Delta,Grid Electric 10HP,18 days,1,"₹ 27,549",51.63 L/kWh,7.4,1,0.71,0
PUMP-JJM-0334,Gram Panchayat #119,Cluster C - Eastern Delta,Solar Submersible 5HP,45 days,5,"₹ 9,194",66.16 L/kWh,11.8,1,2.86,0
PUMP-JJM-0335,Gram Panchayat #120,Cluster A - North Plains,Solar Submersible 5HP,86,5,27859,76.03 L/kWh,7.6,1,0.49,0
PUMP-JJM-0336,Gram Panchayat #121,Cluster A - North Plains,Dual Solar-Grid 7.5HP,26 days,2,"₹ 11,047",44.11 L/kWh,11.8,1,0.14,1
PUMP-JJM-0337,Gram Panchayat #122,Cluster B - Southern Hills,Dual Solar-Grid 7.5HP,58 days,0,40877,148.78 L/kWh,10.7,1,0.74,0
PUMP-JJM-0338,Gram Panchayat #123,Cluster B - Southern Hills,Handpump Motor Assist 3HP,54 days,6,"₹ 20,990",67.67 L/kWh,11.7,0,1.23,0
PUMP-JJM-0339,Gram Panchayat #124,Cluster B - Southern Hills,Solar Submersible 5HP,83 days,2,"₹ 39,060",64.43 L/kWh,9.9,1,0.31,0
PUMP-JJM-0340,Gram Panchayat #125,Cluster C - Eastern Delta,Solar Submersible 5HP,49 days,0,"₹ 28,582",96.26 L/kWh,5.2,0,0.16,0
PUMP-JJM-0341,Gram Panchayat #126,Cluster C - Eastern Delta,Solar Submersible 5HP,20 days,2,"₹ 39,617",187.13 L/kWh,8.3,1,0.61,0
PUMP-JJM-0342,Gram Panchayat #127,Cluster D - Western Arid Zone,Solar Submersible 5HP,24 days,4,"₹ 4,968",135.52 L/kWh,10.0,0,0.7,0
PUMP-JJM-0343,Gram Panchayat #128,Cluster A - North Plains,Solar Submersible 5HP,43 days,2,"₹ 19,739",121.52 L/kWh,7.5,1,1.56,0
PUMP-JJM-0344,Gram Panchayat #129,Cluster A - North Plains,Handpump Motor Assist 3HP,79 days,4,"₹ 16,479",167.36,11.6,1,0.35,0
PUMP-JJM-0345,Gram Panchayat #130,Cluster C - Eastern Delta,Solar Submersible 5HP,67 days,6,"₹ 25,073",68.44 L/kWh,7.1,0,0.95,0
PUMP-JJM-0346,Gram Panchayat #131,Cluster B - Southern Hills,Handpump Motor Assist 3HP,69 days,4,₹ 980,106.25 L/kWh,8.5,0,0.89,0
PUMP-JJM-0347,Gram Panchayat #132,Cluster C - Eastern Delta,Solar Submersible 5HP,113,5,29023,59.80 L/kWh,9.6,0,0.55,0
PUMP-JJM-0348,Gram Panchayat #133,Cluster D - Western Arid Zone,Handpump Motor Assist 3HP,72 days,0,38180,43.95 L/kWh,10.3,1,0.47,1
PUMP-JJM-0349,Gram Panchayat #134,Cluster C - Eastern Delta,Solar Submersible 5HP,69 days,0,"₹ 42,536",107.65 L/kWh,9.6,0,1.7,0
PUMP-JJM-0350,Gram Panchayat #135,Cluster B - Southern Hills,Grid Electric 10HP,37 days,6,"₹ 29,183",97.57 L/kWh,6.1,1,0.03,0
PUMP-JJM-0351,Gram Panchayat #136,Cluster C - Eastern Delta,Solar Submersible 5HP,70 days,2,"₹ 42,052",142.50 L/kWh,11.2,1,1.18,0
PUMP-JJM-0352,Gram Panchayat #137,Cluster B - Southern Hills,Dual Solar-Grid 7.5HP,1 days,4,"₹ 39,602",151.41 L/kWh,6.2,0,0.08,0
PUMP-JJM-0353,Gram Panchayat #138,Cluster A - North Plains,Handpump Motor Assist 3HP,19 days,1,12558,122.12 L/kWh,4.3,0,1.45,0
PUMP-JJM-0354,Gram Panchayat #139,Cluster B - Southern Hills,Grid Electric 10HP,33 days,0,"₹ 13,437",175.30 L/kWh,9.4,0,0.36,0
PUMP-JJM-0355,Gram Panchayat #140,Cluster C - Eastern Delta,Handpump Motor Assist 3HP,41 days,3,"₹ 30,033",85.72 L/kWh,9.1,0,0.75,0
PUMP-JJM-0356,Gram Panchayat #141,Cluster C - Eastern Delta,Handpump Motor Assist 3HP,92 days,5,"₹ 42,497",155.27 L/kWh,6.6,1,0.13,0
PUMP-JJM-0357,Gram Panchayat #142,Cluster B - Southern Hills,Dual Solar-Grid 7.5HP,71 days,0,"₹ 12,019",101.17 L/kWh,5.2,1,2.0,1
PUMP-JJM-0358,Gram Panchayat #143,Cluster B - Southern Hills,Solar Submersible 5HP,115 days,0,"₹ 33,738",98.53 L/kWh,8.5,1,0.78,1
PUMP-JJM-0359,Gram Panchayat #144,Cluster D - Western Arid Zone,Solar Submersible 5HP,61 days,5,"₹ 10,240",93.45 L/kWh,9.8,1,0.31,0
PUMP-JJM-0360,Gram Panchayat #100,Cluster B - Southern Hills,Grid Electric 10HP,109 days,6,"₹ 40,741",128.58 L/kWh,9.0,1,0.14,0
PUMP-JJM-0361,Gram Panchayat #101,Cluster B - Southern Hills,Solar Submersible 5HP,19 days,5,"₹ 32,186",119.33 L/kWh,9.7,0,0.28,0
PUMP-JJM-0362,Gram Panchayat #102,Cluster A - North Plains,Dual Solar-Grid 7.5HP,50 days,3,"₹ 30,295",106.25 L/kWh,10.9,0,0.94,0
PUMP-JJM-0363,Gram Panchayat #103,Cluster B - Southern Hills,Handpump Motor Assist 3HP,23 days,3,"₹ 43,339",76.34 L/kWh,11.0,0,0.26,0
PUMP-JJM-0364,Gram Panchayat #104,Cluster A - North Plains,Dual Solar-Grid 7.5HP,62 days,4,₹ 932,142.21 L/kWh,7.3,0,0.16,0
PUMP-JJM-0365,Gram Panchayat #105,Cluster D - Western Arid Zone,Grid Electric 10HP,92 days,6,"₹ 8,254",90.81 L/kWh,5.6,0,1.01,0
PUMP-JJM-0366,Gram Panchayat #106,Cluster A - North Plains,Grid Electric 10HP,32,0,"₹ 8,881",79.28 L/kWh,7.9,0,0.89,0
PUMP-JJM-0367,Gram Panchayat #107,Cluster B - Southern Hills,Handpump Motor Assist 3HP,52 days,4,"₹ 37,436",63.37 L/kWh,9.4,1,2.65,0
PUMP-JJM-0368,Gram Panchayat #108,Cluster B - Southern Hills,Dual Solar-Grid 7.5HP,29 days,6,"₹ 27,420",55.32 L/kWh,8.2,1,1.55,0
PUMP-JJM-0369,Gram Panchayat #109,Cluster D - Western Arid Zone,Grid Electric 10HP,77 days,4,"₹ 5,011",114.37 L/kWh,3.5,0,1.77,0
PUMP-JJM-0370,Gram Panchayat #110,Cluster B - Southern Hills,Solar Submersible 5HP,77 days,0,"₹ 35,327",144.26 L/kWh,7.3,0,0.59,0
PUMP-JJM-0371,Gram Panchayat #111,Cluster D - Western Arid Zone,Dual Solar-Grid 7.5HP,67 days,3,"₹ 24,773",148.24 L/kWh,6.6,1,0.59,0
PUMP-JJM-0372,Gram Panchayat #112,Cluster A - North Plains,Dual Solar-Grid 7.5HP,90 days,4,"₹ 6,903",71.68 L/kWh,6.5,0,1.31,1
PUMP-JJM-0373,Gram Panchayat #113,Cluster C - Eastern Delta,Handpump Motor Assist 3HP,1 days,5,₹ 966,94.54 L/kWh,2.6,1,1.05,0
PUMP-JJM-0374,Gram Panchayat #114,Cluster D - Western Arid Zone,Grid Electric 10HP,33 days,2,"₹ 35,634",101.75 L/kWh,6.5,0,0.29,0
PUMP-JJM-0375,Gram Panchayat #115,Cluster B - Southern Hills,Solar Submersible 5HP,48 days,4,"₹ 36,866",15.00 L/kWh,8.0,1,0.46,1
PUMP-JJM-0376,Gram Panchayat #116,Cluster A - North Plains,Grid Electric 10HP,21 days,0,"₹ 14,554",120.66 L/kWh,7.3,1,1.45,0
PUMP-JJM-0377,Gram Panchayat #117,Cluster A - North Plains,Handpump Motor Assist 3HP,106 days,1,"₹ 31,411",143.43 L/kWh,3.1,0,0.08,0
PUMP-JJM-0378,Gram Panchayat #118,Cluster D - Western Arid Zone,Handpump Motor Assist 3HP,37,5,"₹ 39,655",93.19 L/kWh,3.0,1,0.17,0
PUMP-JJM-0379,Gram Panchayat #119,Cluster A - North Plains,Dual Solar-Grid 7.5HP,67 days,2,13262,156.30 L/kWh,7.4,0,0.17,0
PUMP-JJM-0380,Gram Panchayat #120,Cluster A - North Plains,Solar Submersible 5HP,36 days,6,"₹ 26,677",119.92 L/kWh,5.9,0,0.79,0
PUMP-JJM-0381,Gram Panchayat #121,Cluster D - Western Arid Zone,Solar Submersible 5HP,72 days,4,"₹ 23,312",73.01 L/kWh,4.6,1,0.55,0
PUMP-JJM-0382,Gram Panchayat #122,Cluster C - Eastern Delta,Dual Solar-Grid 7.5HP,10 days,4,"₹ 19,784",162.65 L/kWh,5.7,0,0.65,0
PUMP-JJM-0383,Gram Panchayat #123,Cluster A - North Plains,Dual Solar-Grid 7.5HP,99,1,"₹ 22,760",147.64 L/kWh,6.9,0,0.02,0
PUMP-JJM-0384,Gram Panchayat #124,Cluster A - North Plains,Dual Solar-Grid 7.5HP,87 days,5,15568,100.65 L/kWh,10.1,0,0.39,0
PUMP-JJM-0385,Gram Panchayat #125,Cluster B - Southern Hills,Grid Electric 10HP,106 days,2,"₹ 5,482",89.33 L/kWh,5.5,0,0.77,1
PUMP-JJM-0386,Gram Panchayat #126,Cluster C - Eastern Delta,Grid Electric 10HP,112 days,2,14051,102.62,4.7,1,1.63,1
PUMP-JJM-0387,Gram Panchayat #127,Cluster C - Eastern Delta,Handpump Motor Assist 3HP,85 days,3,"₹ 40,727",178.98 L/kWh,11.6,1,0.42,0
PUMP-JJM-0388,Gram Panchayat #128,Cluster B - Southern Hills,Grid Electric 10HP,36,3,"₹ 12,484",112.87 L/kWh,11.9,1,0.3,0
PUMP-JJM-0389,Gram Panchayat #129,Cluster D - Western Arid Zone,Dual Solar-Grid 7.5HP,70 days,0,33430,70.14 L/kWh,9.9,0,0.12,0
PUMP-JJM-0390,Gram Panchayat #130,Cluster C - Eastern Delta,Grid Electric 10HP,75 days,0,"₹ 21,827",166.88 L/kWh,5.9,1,0.19,0
PUMP-JJM-0391,Gram Panchayat #131,Cluster B - Southern Hills,Grid Electric 10HP,24 days,3,"₹ 28,283",123.34 L/kWh,6.0,1,0.3,0
PUMP-JJM-0392,Gram Panchayat #132,Cluster B - Southern Hills,Handpump Motor Assist 3HP,93 days,2,"₹ 15,953",162.70 L/kWh,7.8,1,0.2,0
PUMP-JJM-0393,Gram Panchayat #133,Cluster A - North Plains,Handpump Motor Assist 3HP,115,6,"₹ 41,830",54.43 L/kWh,10.0,0,0.74,0
PUMP-JJM-0394,Gram Panchayat #134,Cluster C - Eastern Delta,Dual Solar-Grid 7.5HP,33 days,3,"₹ 41,778",104.04 L/kWh,3.4,1,0.27,0
PUMP-JJM-0395,Gram Panchayat #135,Cluster C - Eastern Delta,Handpump Motor Assist 3HP,87 days,4,"₹ 13,538",65.09,7.6,1,0.3,0
PUMP-JJM-0396,Gram Panchayat #136,Cluster C - Eastern Delta,Handpump Motor Assist 3HP,79 days,2,"₹ 30,892",86.46 L/kWh,8.5,0,0.17,0
PUMP-JJM-0397,Gram Panchayat #137,Cluster D - Western Arid Zone,Dual Solar-Grid 7.5HP,10 days,0,"₹ 11,116",93.15 L/kWh,8.7,1,0.84,0
PUMP-JJM-0398,Gram Panchayat #138,Cluster A - North Plains,Grid Electric 10HP,96 days,4,"₹ 34,640",135.25 L/kWh,11.7,0,0.18,0
PUMP-JJM-0399,Gram Panchayat #139,Cluster A - North Plains,Solar Submersible 5HP,90 days,5,"₹ 5,747",118.63 L/kWh,3.4,1,0.58,0
PUMP-JJM-0400,Gram Panchayat #140,Cluster C - Eastern Delta,Grid Electric 10HP,14 days,2,"₹ 41,007",144.13 L/kWh,4.0,1,1.95,0
